Gene_names	CTRL_4h_1	CTRL_4h_2	CTRL_4h_3	SWTX143_50mpk_4h_1	SWTX143_50mpk_4h_2	SWTX143_50mpk_4h_3
HLA-DOB	5	7	8	5	6	4
TAP2	530	885	905	374	332	340
PSMB8	420	769	654	555	433	468
PSMB8-AS1	191	354	297	200	150	153
TAP1	692	1392	1238	609	556	488
PSMB9	246	445	449	312	308	263
LOC100294145	65	102	60	76	52	55
HLA-DMB	0	2	2	1	2	1
HLA-DMA	4	33	19	40	21	27
BRD2	1264	1990	1455	1447	1355	1193
HLA-DOA	0	0	0	0	0	0
HLA-DPA1	0	0	0	0	0	0
HLA-DPB1	0	0	0	0	0	0
HLA-DPB2	0	0	0	0	0	0
DNTTIP1	125	233	173	141	136	133
COL27A1	141	202	165	341	283	232
RXRB	276	488	358	410	387	354
SLC39A7	662	1090	894	534	524	502
HSD17B8	46	67	74	71	44	62
MIR219A1	0	2	0	0	0	0
RING1	127	277	219	239	175	209
HCG25	65	78	104	117	88	88
VPS52	290	448	361	393	344	328
RPS18	4982	7025	6227	6436	5755	5376
B3GALT4	8	32	24	17	31	16
WDR46	293	379	320	278	211	228
MIR6873	0	0	0	0	0	0
PFDN6	100	173	144	121	83	110
MIR6834	0	0	0	0	0	0
RGL2	284	541	492	500	480	393
TAPBP	1780	2990	2909	1665	1501	1151
ZBTB22	45	90	76	89	84	72
DAXX	312	566	436	418	381	352
KIFC1	197	280	194	122	86	125
PHF1	238	498	407	444	406	376
COL8A2	47	45	45	75	95	43
SYNGAP1	201	263	206	322	303	261
MIR5004	0	0	0	0	0	0
ZBTB9	80	107	93	74	70	56
BAK1	115	181	136	113	71	93
GGNBP1	1	0	0	0	0	0
LINC00336	0	0	1	0	0	0
ITPR3	1464	2271	2151	1249	1109	1145
LOC101929188	11	18	12	7	13	14
UQCC2	217	226	198	178	172	219
MIR3934	1	2	1	1	2	2
IP6K3	89	117	99	40	64	30
LEMD2	228	444	347	297	245	214
MLN	2	1	2	1	1	1
LINC01016	0	0	0	0	0	0
MIR7159	0	0	0	0	0	0
MIR1275	0	0	0	0	0	0
GRM4	2	0	0	0	0	0
HMGA1	1829	2196	1756	844	822	716
MIR6835	1	0	0	1	1	0
C6orf1	87	192	177	111	116	91
NUDT3	12	18	16	13	14	19
RPS10-NUDT3	0	0	0	0	0	0
RPS10	2	15	7	5	1	4
PACSIN1	35	29	28	35	35	31
SPDEF	1	1	0	3	1	1
C6orf106	656	858	838	698	702	734
LOC101929243	95	93	101	85	94	94
SNRPC	331	471	416	315	333	305
UHRF1BP1	338	553	392	391	252	289
TAF11	110	170	137	163	114	130
ANKS1A	158	240	181	161	170	142
TCP11	0	1	0	1	2	2
SCUBE3	9	12	12	18	17	8
ZNF76	148	243	186	212	189	195
DEF6	14	19	24	26	35	16
PPARD	264	390	297	279	271	216
FANCE	19	23	10	12	14	16
RPL10A	1975	3111	2913	2858	2760	2611
MIR7111	0	1	2	0	0	0
TEAD3	158	289	219	247	219	208
TULP1	4	2	2	7	5	4
FKBP5	118	156	116	123	105	99
MIR5690	0	0	0	0	0	0
LOC285847	4	10	8	33	35	16
ARMC12	7	20	13	41	41	20
CLPSL2	0	0	0	0	0	0
CLPSL1	0	0	0	0	0	0
CLPS	0	0	0	0	0	0
LHFPL5	0	0	1	0	0	0
SRPK1	324	452	350	277	250	245
SLC26A8	0	0	1	0	2	0
MAPK14	273	476	344	353	275	341
MAPK13	9	24	21	18	11	20
BRPF3	508	806	546	514	527	378
PNPLA1	15	23	16	13	10	12
C6orf222	2	0	0	0	0	0
ETV7	25	12	29	30	21	20
PXT1	1	0	0	2	2	0
KCTD20	907	1747	1287	1020	909	822
STK38	569	715	618	594	546	458
SRSF3	1280	1663	1557	1419	1181	1298
MIR3925	0	0	0	0	0	0
PANDAR	0	0	1	0	1	1
CDKN1A	1742	3268	2491	1081	953	895
RAB44	1	4	9	3	4	5
CPNE5	2	5	4	4	4	0
PPIL1	173	306	227	207	133	183
C6orf89	655	1151	869	800	708	655
PI16	2	3	1	3	2	4
MTCH1	1337	1492	1180	1172	1170	1057
FGD2	1	1	2	2	2	0
PIM1	468	760	555	298	309	247
TMEM217	70	70	53	48	45	26
TBC1D22B	158	215	146	187	155	157
RNF8	49	92	68	49	50	47
CMTR1	203	317	262	241	230	228
CCDC167	11	34	27	25	16	18
LOC100505530	0	0	0	0	0	0
MIR4462	0	0	0	0	0	0
MDGA1	157	263	245	269	204	227
ZFAND3	1013	1523	1283	1109	1120	1011
BTBD9	92	146	106	114	91	107
GLO1	171	432	282	113	104	120
DNAH8	0	1	3	2	2	2
LOC100131047	0	0	0	0	0	0
GLP1R	0	0	0	0	0	0
SAYSD1	34	65	41	39	42	38
KCNK5	63	112	90	92	63	72
KCNK17	0	0	0	0	0	0
KCNK16	0	0	0	0	0	0
KIF6	1	0	0	3	3	1
DAAM2	106	156	73	120	89	117
LOC100505635	10	16	3	16	14	7
MOCS1	61	120	57	83	69	57
LINC00951	0	0	0	0	0	0
TDRG1	0	0	0	0	0	0
LRFN2	0	0	0	0	0	0
LOC101929555	0	0	0	1	0	0
UNC5CL	4	20	13	23	21	15
TSPO2	0	0	0	1	3	1
APOBEC2	3	3	17	11	29	215
NFYA	183	182	157	142	116	117
ADCY10P1	1	0	2	1	1	1
TREML1	0	0	0	0	0	0
TREM2	4	1	1	0	1	1
TREML2	0	0	0	0	1	0
TREML3P	0	0	0	0	0	0
TREML4	0	0	0	0	0	0
TREML5P	0	0	0	0	0	0
TREM1	2	1	1	1	0	0
NCR2	0	0	0	0	0	0
LINC01276	0	0	0	1	0	0
FOXP4-AS1	2	2	2	2	1	2
FOXP4	290	409	380	354	315	266
MIR4641	0	0	0	0	0	0
MDFI	25	27	18	6	3	12
TFEB	64	116	109	118	122	99
PGC	2	1	0	1	1	0
FRS3	28	39	32	53	29	29
PRICKLE4	40	119	78	230	174	156
TOMM6	275	509	411	411	352	391
USP49	63	101	79	110	93	81
MED20	96	164	134	121	113	105
BYSL	98	154	99	72	66	57
CCND3	191	312	260	258	215	191
TAF8	86	167	126	157	128	101
C6orf132	237	489	319	122	105	125
GUCA1A	0	0	1	0	0	1
GUCA1B	6	12	8	10	9	7
MRPS10	165	263	233	170	125	154
TRERF1	60	144	81	138	101	104
UBR2	300	387	360	343	289	254
PRPH2	0	1	0	0	0	1
ATP6V0CP3	0	0	0	0	0	0
TBCC	38	65	78	85	73	76
GLTSCR1L	113	212	160	219	203	167
LOC401261	10	59	33	59	47	53
RPL7L1	743	1187	916	709	620	575
C6orf226	3	10	17	13	7	5
PTCRA	0	0	1	0	0	0
CNPY3	106	164	125	150	158	133
CNPY3-GNMT	0	0	0	0	0	0
GNMT	1	0	0	0	2	1
MIR3607	0	0	0	0	0	0
NMRAL1P1	0	2	2	1	0	0
PPP2R5D	372	547	454	372	335	410
MEA1	294	446	377	369	329	329
KLHDC3	218	354	287	377	325	264
EFHD1	9	11	7	4	8	4
CUL7	475	821	729	707	642	563
MRPL2	86	142	94	108	91	78
KLC4	88	193	164	165	150	114
PTK7	732	1174	1026	675	727	642
SRF	439	541	445	355	342	410
CUL9	251	396	276	309	261	236
DNPH1	94	190	143	158	155	131
PABPN1L	0	0	1	0	0	1
COA3	74	135	112	139	112	111
SLC22A7	0	0	0	0	0	0
CRIP3	0	2	2	1	3	1
ZNF318	328	486	413	335	345	277
ABCC10	135	224	155	164	157	127
MIR6780B	0	0	0	0	0	0
DLK2	34	98	67	37	27	35
TJAP1	192	365	242	245	224	213
LRRC73	15	38	21	36	36	36
YIPF3	472	810	760	698	672	569
POLR1C	96	189	154	106	101	116
XPO5	399	638	464	361	269	294
POLH	401	622	454	321	268	250
GTPBP2	320	491	462	286	265	281
MAD2L1BP	65	117	97	71	69	64
RSPH9	0	3	2	4	3	2
MRPS18A	112	179	115	108	109	101
VEGFA	912	2736	3453	596	608	568
LINC01512	0	1	0	1	0	1
LOC101929705	2	7	8	0	4	1
C6orf223	0	0	1	1	0	1
MRPL14	146	275	230	165	110	170
TMEM63B	907	1259	1145	844	808	782
CAPN11	0	0	0	0	0	0
LOC101929726	0	0	0	0	0	0
SLC29A1	251	339	236	258	229	208
HSP90AB1	8047	11729	8509	7070	6101	5472
SLC35B2	389	713	601	420	360	330
MIR4647	0	0	0	0	0	0
NFKBIE	91	96	111	105	98	74
TMEM151B	0	0	3	1	1	0
TCTE1	0	2	0	1	3	0
AARS2	152	206	147	181	146	177
SPATS1	1	0	0	0	0	1
CDC5L	360	450	317	323	257	259
MIR4642	0	0	0	0	0	0
LOC105375075	0	0	0	0	0	0
SUPT3H	26	67	45	42	40	25
MIR586	0	0	0	0	0	0
RUNX2	140	139	96	108	112	91
CLIC5	12	40	36	12	9	30
ENPP4	79	123	94	116	106	101
ENPP5	11	10	5	26	18	21
RCAN2	8	14	15	6	9	6
LOC101926915	0	0	0	0	0	0
LOC101926898	0	0	0	0	0	0
CYP39A1	1	0	2	1	2	0
SLC25A27	7	25	20	57	33	38
LOC101926934	0	0	0	0	0	0
TDRD6	0	0	1	0	5	1
PLA2G7	0	0	0	0	0	0
ANKRD66	0	0	0	0	0	0
MEP1A	0	0	0	0	0	0
ADGRF5	0	0	0	0	0	0
LOC101926962	0	0	0	0	0	0
ADGRF1	0	0	0	1	0	1
TNFRSF21	438	691	449	443	393	455
CD2AP	385	460	386	339	297	275
ADGRF2	0	0	0	0	0	0
ADGRF4	17	9	7	2	5	2
OPN5	0	0	0	0	0	0
PTCHD4	37	95	80	43	57	37
MUT	164	244	193	231	222	197
CENPQ	36	65	35	47	33	31
GLYATL3	0	0	0	0	0	0
C6orf141	0	1	0	1	0	0
RHAG	0	0	0	0	0	0
CRISP2	0	0	0	0	0	0
CRISP3	0	0	0	0	0	0
PGK2	0	0	0	0	0	0
LOC101927020	0	0	0	0	0	0
LOC101927048	0	0	0	0	0	0
CRISP1	0	0	0	0	0	0
DEFB133	0	0	0	0	0	0
DEFB114	0	0	0	0	0	0
DEFB113	0	0	0	0	0	0
DEFB110	0	0	0	0	0	0
DEFB112	0	0	0	0	0	0
TFAP2D	0	0	0	0	0	0
RPS3A	3396	5533	4628	4876	3807	4178
PKHD1	0	0	0	0	0	0
LOC101927082	0	0	0	0	0	0
MIR206	0	0	0	0	0	0
LINCMD1	0	0	0	0	1	0
MIR133B	0	0	0	0	0	0
IL17A	0	0	0	0	0	0
IL17F	0	0	0	0	0	0
MCM3	400	589	445	437	335	359
PAQR8	22	28	16	32	19	15
EFHC1	104	153	121	307	283	233
TRAM2	689	1005	779	671	606	525
TRAM2-AS1	34	43	33	45	50	43
LOC730101	14	25	15	28	21	11
TMEM14A	57	77	64	82	75	78
GSTA7P	0	0	0	0	0	0
GSTA2	0	0	0	0	0	0
GSTA1	0	0	0	0	0	0
GSTA5	0	0	0	0	0	0
GSTA3	0	0	0	0	0	0
GSTA4	1	3	3	8	6	4
ICK	67	86	74	89	87	65
FBXO9	232	402	373	350	302	278
GCM1	1	2	2	0	0	1
ELOVL5	1359	2802	2196	1292	1018	1054
MIR5685	1	0	0	2	0	0
RPS16P5	0	0	0	0	0	2
GCLC	131	138	121	119	116	115
LOC101927136	0	0	0	0	0	0
LINC01564	0	0	0	1	0	1
KLHL31	421	684	581	996	960	886
LRRC1	1007	1350	1147	1347	1144	1272
LOC101927189	1	1	0	1	1	0
MLIP-IT1	0	0	0	0	0	1
TINAG	0	0	0	0	0	0
FAM83B	3	4	7	2	1	3
HCRTR2	0	0	0	0	0	0
GFRAL	0	0	0	0	0	0
HMGCLL1	3	2	2	2	3	6
COL21A1	0	0	1	0	0	0
DST	2093	3026	2763	1551	1388	1526
LOC101930010	3	11	4	7	6	11
BEND6	94	112	108	71	64	70
KIAA1586	59	76	56	55	39	51
ZNF451	245	347	284	291	234	252
LOC101927211	0	2	1	1	1	2
BAG2	145	272	162	119	82	101
RAB23	107	178	143	102	82	79
LOC100506188	0	0	0	0	0	0
PRIM2	80	128	86	73	70	59
MIR548U	0	0	0	0	0	0
GUSBP4	15	36	30	36	28	27
LINC00680-GUSBP4	0	0	0	0	0	0
LINC00680	20	51	39	29	35	30
MTRNR2L9	0	2	0	1	0	1
KHDRBS2	0	0	0	0	0	0
LGSN	0	2	3	0	0	1
PTP4A1	1009	1363	1106	640	524	524
PHF3	305	467	431	419	419	352
EYS	0	2	3	3	3	4
LOC441155	4	4	3	5	6	6
SLC25A51P1	0	0	0	0	0	0
LOC102723883	0	0	0	0	0	0
LOC101928280	0	0	0	0	0	0
LOC101928307	0	0	0	0	0	0
ADGRB3	1	0	0	0	1	0
LMBRD1	194	419	330	405	357	316
COL19A1	0	0	0	0	0	0
EVADR	0	0	0	0	0	0
FAM135A	29	19	43	36	46	51
SDHAF4	16	30	24	33	24	23
SMAP1	435	437	456	381	364	328
B3GAT2	31	33	28	21	25	19
OGFRL1	278	607	459	469	347	363
MIR30C2	1	2	0	1	0	1
MIR30A	0	0	0	0	0	0
LINC00472	10	21	18	13	12	22
LINC01626	0	0	0	0	0	0
RIMS1	3	13	6	14	12	9
KCNQ5	16	13	13	7	12	17
KCNQ5-IT1	0	0	0	0	0	0
MIR4282	0	0	0	0	0	0
KCNQ5-AS1	0	0	0	0	0	0
KHDC1L	1	0	0	0	2	2
KHDC1	26	67	41	50	40	43
DPPA5	0	0	0	0	0	0
KHDC3L	0	0	0	0	1	1
OOEP	1	0	0	0	0	0
DDX43	1	0	1	0	0	1
MB21D1	40	63	43	33	26	24
MTO1	105	162	116	104	96	95
EEF1A1	40378	63977	57510	50651	44390	42713
SLC17A5	217	326	319	205	193	184
LOC101928489	0	0	0	1	2	2
CD109	16	23	17	23	34	39
LOC101928516	0	0	0	1	0	0
COL12A1	6798	7327	6469	5994	4709	5434
COX7A2	229	524	379	282	197	286
TMEM30A	1071	1481	1206	972	851	835
LOC100506804	2	3	2	2	2	0
FILIP1	3	5	4	0	6	15
LOC101928540	0	0	0	0	1	0
MIR4463	0	0	0	0	0	0
SENP6	562	796	730	653	586	574
MYO6	219	374	290	177	197	168
IMPG1	1	1	5	4	0	5
HTR1B	1	0	1	4	0	2
MEI4	0	0	0	0	0	0
IRAK1BP1	23	28	37	60	51	41
PHIP	465	853	776	663	543	537
HMGN3	560	1422	1332	892	709	911
HMGN3-AS1	131	357	330	238	216	228
LCAL1	1	4	4	7	5	2
LCA5	18	20	29	28	19	24
SH3BGRL2	21	33	18	35	30	30
RNY4	0	0	0	0	0	0
LINC01621	0	0	0	0	0	0
ELOVL4	0	0	0	0	0	0
TTK	163	169	110	65	69	84
BCKDHB	30	49	47	60	49	43
FAM46A	78	76	77	77	84	65
LINC01526	0	0	0	0	0	0
IBTK	372	465	415	340	245	322
TPBG	1187	1590	1593	838	808	684
UBE3D	9	17	11	10	15	9
DOPEY1	134	203	179	191	157	176
PGM3	370	559	516	305	306	315
RWDD2A	64	116	104	108	65	75
ME1	13	5	12	23	22	16
PRSS35	0	0	0	0	0	0
SNAP91	13	17	17	7	4	7
LOC105377879	0	0	0	0	0	0
RIPPLY2	0	0	0	0	0	0
CYB5R4	52	97	71	55	36	42
MRAP2	5	7	7	38	31	12
CEP162	43	58	33	59	59	63
LINC01611	0	0	0	0	1	1
TBX18-AS1	0	2	5	0	8	5
TBX18	543	757	652	728	651	638
LOC101928820	6	3	4	0	1	4
NT5E	697	984	1065	276	292	231
SNX14	396	646	581	441	321	378
SYNCRIP	2042	2084	1971	1533	1448	1457
SNHG5	517	750	725	476	396	428
SNORD50B	0	6	5	2	0	3
HTR1E	0	0	0	0	0	0
CGA	0	0	0	0	0	0
ZNF292	170	240	233	219	176	181
GJB7	0	0	1	0	0	0
SMIM8	11	13	7	14	10	5
C6orf163	6	4	1	2	7	4
LINC01590	0	1	1	4	5	2
CFAP206	1	2	5	4	5	3
SLC35A1	77	125	97	66	71	76
RARS2	273	405	342	348	266	254
ORC3	266	303	250	265	256	239
AKIRIN2	217	273	251	244	236	218
LOC101928911	0	0	0	0	0	0
SPACA1	0	0	0	0	0	0
CNR1	0	0	2	1	0	1
LOC101928936	0	0	0	0	0	0
RNGTT	117	130	96	80	75	92
PNRC1	394	715	765	645	554	510
SRSF12	3	6	0	5	3	2
PM20D2	237	392	256	282	238	243
GABRR1	0	0	0	0	0	0
GABRR2	27	57	27	20	15	22
UBE2J1	811	1203	858	723	645	623
RRAGD	10	12	16	7	9	44
ANKRD6	109	201	133	182	156	140
LYRM2	195	324	268	227	188	186
LOC101929057	26	21	23	19	18	13
MDN1	228	337	239	233	179	189
CASP8AP2	104	153	129	130	97	98
GJA10	0	0	0	0	0	0
BACH2	56	98	76	111	86	69
MIR4464	0	0	0	0	0	0
MAP3K7	417	522	539	456	377	446
MIR4643	0	0	0	0	0	0
CASC6	0	0	0	0	0	0
EPHA7	11	1	1	4	5	6
TSG1	0	0	0	0	0	0
MANEA-AS1	1	3	2	4	3	6
MANEA	115	167	140	124	111	109
FUT9	0	0	0	0	0	2
UFL1	313	448	375	340	300	315
FHL5	0	0	0	0	0	1
GPR63	16	26	7	23	20	12
NDUFAF4	29	63	42	24	27	27
KLHL32	0	0	1	0	1	0
MIR548H3	0	0	0	0	0	0
MMS22L	69	124	94	59	70	61
LOC101927314	0	0	0	0	0	0
MIR2113	0	0	0	0	0	0
POU3F2	0	0	0	0	1	2
FBXL4	62	101	94	96	71	94
MIR548AI	0	0	0	0	0	0
FAXC	9	8	13	9	13	11
COQ3	16	25	15	11	12	14
PNISR	795	981	1188	1385	1345	1231
LOC101927365	19	47	40	21	28	32
USP45	86	126	129	92	81	93
TSTD3	4	17	13	7	6	5
CCNC	335	528	443	352	283	313
MCHR2	0	0	0	0	0	0
MCHR2-AS1	0	1	0	0	0	0
SIM1	0	0	1	0	0	0
ASCC3	533	627	581	408	317	353
GRIK2	25	45	32	46	38	34
HACE1	66	97	81	85	77	87
LIN28B-AS1	0	0	0	0	0	0
LIN28B	0	0	0	0	0	0
BVES	1	0	0	0	0	0
BVES-AS1	0	0	0	0	0	0
POPDC3	0	0	0	0	0	1
PREP	180	237	199	173	135	144
ATG5	219	239	207	242	188	175
LOC105377924	0	0	0	0	0	0
AIM1	32	14	36	8	14	14
RTN4IP1	31	22	20	19	15	18
QRSL1	68	104	73	63	55	50
LOC100422737	0	0	0	0	0	0
MIR587	0	0	0	0	0	0
C6orf203	31	62	41	57	42	37
BEND3	46	40	46	25	16	33
PDSS2	75	127	72	98	74	87
SOBP	25	9	15	23	25	49
SCML4	0	0	0	0	0	0
SNAPC5	156	197	209	132	143	118
OSTM1	326	605	421	276	204	253
NR2E1	0	0	0	0	0	0
SNX3	857	1515	1215	1048	881	853
LACE1	34	50	41	57	47	45
FOXO3	215	309	260	243	223	189
LINC00222	0	0	0	0	0	0
ARMC2	4	5	10	9	7	12
ARMC2-AS1	0	0	0	0	1	0
SESN1	94	152	132	139	111	151
CEP57L1	63	87	50	42	34	52
LOC100996634	0	0	0	0	0	0
CCDC162P	0	2	0	0	0	0
CD164	1433	2409	1964	1570	1335	1360
PPIL6	21	42	39	38	45	32
SMPD2	55	71	59	60	55	55
MICAL1	235	430	353	234	202	199
ZBTB24	90	136	101	92	93	94
GSDMD	207	422	323	306	286	281
FIG4	51	103	76	101	91	87
GPR6	0	0	0	0	0	0
WASF1	176	354	268	179	166	147
CDC40	173	238	203	183	173	187
METTL24	0	0	0	0	0	0
DDO	4	8	6	2	2	1
SLC22A16	0	0	0	0	0	0
CDK19	134	162	125	163	167	170
AMD1	557	532	542	420	411	494
GTF3C6	94	128	117	110	72	83
RPF2	209	291	219	163	172	180
GSTM2P1	0	1	1	1	3	4
SLC16A10	2	2	1	3	0	3
MFSD4B	14	39	30	18	19	18
REV3L	214	309	312	265	232	241
TRAF3IP2-AS1	32	51	36	55	29	42
TRAF3IP2	116	140	153	147	143	129
FYN	1132	1442	1448	961	744	760
WISP3	1	0	2	1	0	1
TUBE1	59	116	106	110	71	79
FAM229B	7	6	4	8	9	9
LAMA4	341	148	192	330	337	254
LOC101927640	0	0	0	0	0	0
RFPL4B	0	0	0	0	1	0
LOC101927686	0	1	1	1	0	0
MARCKS	1300	1754	1700	1245	1405	1039
LINC01268	0	1	0	0	1	2
FLJ34503	0	0	0	1	0	0
HDAC2	573	797	568	539	501	508
LOC101927768	0	1	2	0	2	1
HS3ST5	3	3	0	5	1	3
LOC105377962	0	0	0	0	0	0
FRK	15	2	6	5	9	9
TPI1P3	0	0	0	0	0	1
NT5DC1	89	109	97	115	81	73
COL10A1	0	0	0	0	1	0
TSPYL4	180	315	231	285	247	214
DSE	982	1346	1165	1277	1024	1017
TSPYL1	375	622	487	485	442	400
FAM26F	0	1	2	2	0	1
TRAPPC3L	0	0	0	0	0	0
FAM26E	8	8	7	12	11	14
FAM26D	0	1	0	2	0	0
RWDD1	298	488	382	308	292	273
RSPH4A	1	3	3	4	2	2
ZUFSP	40	70	47	30	38	42
KPNA5	17	37	40	37	20	29
FAM162B	0	0	0	0	0	0
GPRC6A	0	0	0	0	0	0
RFX6	0	0	0	1	0	0
VGLL2	3	9	4	12	6	7
ROS1	2	1	1	3	0	3
DCBLD1	377	659	550	343	288	257
GOPC	437	815	653	565	466	457
LOC101927919	1	0	0	0	0	0
NUS1	329	455	432	307	241	241
SLC35F1	0	0	0	0	0	0
LOC105377967	0	0	0	0	0	0
CEP85L	47	93	68	52	36	37
BRD7P3	0	1	0	0	0	0
PLN	0	0	0	0	0	1
LOC100287632	0	2	0	0	0	0
MCM9	59	99	88	100	74	73
ASF1A	106	109	125	110	114	113
FAM184A	0	1	0	2	1	1
MIR548B	0	0	0	0	0	0
MAN1A1	136	58	99	97	91	101
LOC285762	0	0	0	0	0	0
LOC105377975	0	0	0	0	1	1
MIR3144	0	0	0	0	0	0
TBC1D32	15	20	11	19	21	23
GJA1	691	1717	1205	1121	870	987
HSF2	116	144	134	124	123	126
SERINC1	1452	2651	2244	1807	1469	1529
PKIB	64	152	177	78	42	47
FABP7	0	0	0	0	0	0
SMPDL3A	23	16	15	36	38	25
CLVS2	0	0	0	0	0	0
TRDN	0	0	0	0	3	20
HRAT13	0	0	0	0	0	0
NKAIN2	0	0	2	2	2	1
RNF217-AS1	3	6	4	8	11	7
RNF217	157	207	208	206	184	168
TPD52L1	132	370	237	366	218	273
HDDC2	200	344	240	323	233	293
LOC643623	0	0	0	0	0	0
HEY2	1	3	0	2	1	1
NCOA7	1269	1869	1642	1151	885	897
NCOA7-AS1	0	1	0	0	0	0
HINT3	323	532	394	370	268	282
TRMT11	52	82	75	92	59	81
MIR5695	1	0	0	0	0	0
CENPW	28	35	29	19	24	26
MIR588	0	0	0	0	0	0
RSPO3	9	1	0	2	6	3
RNF146	165	221	205	221	185	185
ECHDC1	267	425	374	349	272	289
KIAA0408	0	0	0	0	0	0
SOGA3	6	6	4	4	4	3
C6orf58	0	0	0	1	0	0
THEMIS	0	0	0	0	0	0
PTPRK	488	906	778	579	500	523
LOC101928140	62	79	92	57	52	49
LAMA2	20	20	24	47	42	55
ARHGAP18	83	125	104	215	178	170
TMEM244	0	0	0	0	0	0
L3MBTL3	46	74	50	75	74	71
SAMD3	3	2	4	2	4	1
TMEM200A	67	25	25	40	59	21
SMLR1	0	0	1	0	0	0
EPB41L2	669	482	384	405	447	349
AKAP7	17	30	25	40	39	28
ARG1	0	2	0	0	1	2
MED23	247	387	321	337	294	284
ENPP3	3	1	1	4	6	6
OR2A4	0	0	0	0	0	0
CTAGE9	1	0	0	0	0	1
MIR548H5	0	0	0	0	0	0
ENPP1	37	17	12	151	157	107
CTGF	652	618	460	228	244	237
MIR548AJ1	0	0	0	0	0	0
LINC01013	0	0	0	1	0	1
MOXD1	3	3	0	10	9	5
STX7	200	412	322	305	251	238
TAAR9	0	0	0	0	0	0
TAAR6	0	0	0	0	0	0
TAAR5	0	0	0	0	0	0
TAAR3	0	0	0	0	0	0
TAAR2	0	0	0	0	0	0
TAAR1	0	0	0	0	0	0
VNN1	21	13	13	115	106	63
VNN3	1	0	0	1	1	0
VNN2	1	1	0	1	3	0
SLC18B1	8	9	7	26	19	24
RPS12	2163	3100	2725	2697	2405	2394
SNORD101	1	4	1	0	3	2
SNORD100	1	0	0	0	1	1
SNORA33	5	5	9	9	5	8
LINC00326	0	0	0	0	0	0
EYA4	15	20	16	16	14	20
TARID	2	0	2	6	3	4
LINC01312	1	0	0	1	0	1
TCF21	0	0	0	0	0	1
TBPL1	113	102	75	77	91	72
SLC2A12	11	16	13	14	14	17
HMGA1P7	0	0	0	0	0	0
SGK1	1390	1151	1102	323	357	341
LOC101928231	0	0	0	0	0	0
LINC01010	0	0	1	0	0	0
LOC101928304	0	0	0	1	0	0
ALDH8A1	4	5	4	9	5	5
HBS1L	313	416	332	287	235	253
MIR3662	0	1	0	0	0	0
MYB	1	1	5	3	6	3
MIR548A2	0	0	0	0	0	0
AHI1	140	190	184	141	146	114
LINC00271	1	3	1	8	4	2
PDE7B	11	15	15	25	32	17
MTFR2	23	39	17	16	12	14
BCLAF1	1066	1102	1069	1035	942	910
MAP7	88	158	126	123	98	92
MAP3K5	78	126	111	146	120	118
LOC101928461	0	0	0	0	0	0
LOC101928429	0	0	0	0	0	0
PEX7	12	20	16	21	20	18
SLC35D3	1	0	0	1	0	3
NHEG1	0	0	0	0	0	0
IL20RA	2	3	5	9	15	5
IL22RA2	41	100	98	59	67	59
IFNGR1	968	2601	2453	1727	1346	1256
OLIG3	0	0	2	0	0	0
LOC102723649	0	0	1	1	0	0
LOC100507406	0	0	0	0	0	1
LOC100130476	1	1	2	1	0	1
TNFAIP3	267	298	415	192	165	132
PERP	569	1252	1002	485	399	476
ARFGEF3	239	305	293	245	196	210
PBOV1	0	0	0	0	0	0
HEBP2	38	83	84	39	32	38
NHSL1	83	170	115	177	176	184
MIR3145	0	1	0	0	0	1
FLJ46906	1	4	3	10	4	4
GVQW2	3	3	4	4	6	2
CCDC28A	18	50	36	35	47	32
ECT2L	3	2	4	3	1	3
REPS1	248	233	271	230	224	196
ABRACL	38	67	62	36	39	43
HECA	69	62	59	71	89	72
TXLNB	0	0	1	1	0	26
CITED2	512	640	624	498	528	539
LINC01625	0	0	0	0	0	0
LOC100132735	0	0	0	0	0	0
LOC100507477	1	0	0	0	0	0
LOC103352541	0	0	0	0	0	0
MIR3668	0	0	0	0	0	0
MIR4465	0	0	0	0	0	0
NMBR	0	0	2	5	4	4
VTA1	404	744	512	447	389	376
ADGRG6	3365	5757	4666	4734	3889	4113
LOC153910	0	0	0	0	1	0
HIVEP2	418	532	488	349	322	298
LINC01277	1	1	0	0	1	0
AIG1	107	202	144	185	168	129
ADAT2	31	34	20	24	30	23
PEX3	108	168	138	145	113	122
FUCA2	562	750	621	536	439	444
PHACTR2-AS1	0	0	0	0	0	0
PHACTR2	124	203	163	182	175	139
LEFTY2	0	0	0	1	0	0
ZC2HC1B	0	1	0	0	0	0
PLAGL1	145	192	181	82	71	77
HYMAI	0	0	0	0	1	1
SF3B5	172	330	274	270	237	236
STX11	30	20	21	24	15	16
UTRN	668	1098	871	769	652	699
SNORA98	0	0	0	0	0	0
EPM2A	12	28	20	19	31	23
LOC100507557	35	61	24	47	62	57
FBXO30	96	109	88	89	68	73
SHPRH	72	90	89	103	88	87
GRM1	1	1	6	8	15	6
RAB32	356	577	476	245	253	273
LOC101928661	0	0	0	0	0	0
ADGB	0	0	0	0	0	0
KATNBL1P6	1	0	1	2	0	1
STXBP5-AS1	23	34	46	13	10	12
LUADT1	0	0	1	1	0	0
STXBP5	388	617	579	404	412	328
SAMD5	0	7	2	3	4	2
SASH1	115	159	144	145	111	124
UST	55	64	68	58	55	38
UST-AS1	4	3	2	7	8	6
LOC105378047	1	1	3	0	1	0
TAB2	1143	1536	1344	1288	1134	1112
